city,propertyType,bedrooms,bathrooms,area,age,parking,furnished,price
Rajkot,House,1,4,632,12,3,Semi Furnished,4071786
Ahmedabad,Commercial,2,2,1242,3,0,Fully Furnished,11736873
Surat,Apartment,5,3,3260,23,1,Unfurnished,14773799
Hyderabad,House,1,2,2594,21,0,Unfurnished,25661314
Hyderabad,Apartment,4,1,2260,15,1,Unfurnished,19541287
Surat,House,1,1,2849,11,1,Unfurnished,14783939
Vadodara,Apartment,4,2,2714,14,2,Unfurnished,11747656
Bangalore,Villa,4,2,1707,11,2,Unfurnished,27316624
Pune,House,5,1,3246,22,1,Semi Furnished,34621786
Jaipur,Apartment,2,1,4188,5,0,Fully Furnished,21539770
Hyderabad,Apartment,2,3,3128,0,0,Fully Furnished,27484142
Delhi,Villa,3,3,4067,10,3,Fully Furnished,67486793
Surat,Commercial,3,3,2019,1,2,Semi Furnished,16746869
Pune,Apartment,3,3,3939,15,2,Unfurnished,34747872
Vadodara,Apartment,1,4,4583,25,2,Fully Furnished,19053225
Ahmedabad,Apartment,1,2,2609,20,0,Semi Furnished,11825385
Pune,Apartment,4,4,656,18,0,Semi Furnished,6910970
Bangalore,Villa,3,3,545,1,0,Unfurnished,9317069
Ahmedabad,Apartment,3,4,2587,11,2,Fully Furnished,13900902
Bangalore,House,3,4,3375,5,2,Semi Furnished,39919846
Mumbai,House,3,4,3981,4,2,Semi Furnished,59218953
Ahmedabad,Apartment,2,1,4354,19,2,Fully Furnished,20700963
Surat,Apartment,2,1,3646,11,1,Fully Furnished,16779177
Ahmedabad,Apartment,3,3,684,9,1,Unfurnished,4107626
Ahmedabad,Commercial,1,4,2603,2,3,Fully Furnished,23022157
Hyderabad,Commercial,4,2,1331,20,0,Fully Furnished,21185368
Vadodara,House,1,4,3793,15,0,Unfurnished,18106056
Mumbai,Commercial,1,4,4677,8,2,Semi Furnished,102271369
Jaipur,Commercial,3,3,4637,19,1,Semi Furnished,41211967
Surat,House,2,1,1221,25,1,Semi Furnished,6512004
Mumbai,Villa,4,2,4248,23,2,Fully Furnished,83183401
Mumbai,Villa,5,3,663,0,2,Semi Furnished,15035861
Delhi,Villa,4,2,1767,20,2,Fully Furnished,30399578
Hyderabad,Apartment,4,2,4419,12,3,Semi Furnished,37952812
Jaipur,Commercial,2,4,4851,1,2,Unfurnished,43075144
Vadodara,Villa,1,1,4907,14,0,Semi Furnished,30852635
Delhi,Commercial,3,4,4065,25,3,Semi Furnished,74690752
Bangalore,Apartment,5,1,1487,19,1,Semi Furnished,15423132
Bangalore,Villa,2,3,2225,3,3,Semi Furnished,35615321
Ahmedabad,Villa,4,4,3109,18,0,Unfurnished,23427772
Bangalore,House,5,4,4472,1,2,Semi Furnished,53472765
Hyderabad,Commercial,1,3,778,11,3,Semi Furnished,12366376
Vadodara,Villa,1,1,3448,11,2,Semi Furnished,22286401
Ahmedabad,Villa,4,3,1582,11,3,Fully Furnished,13692384
Hyderabad,Villa,3,3,3424,10,2,Fully Furnished,47119275
Bangalore,Commercial,2,2,3271,22,2,Unfurnished,56087480
Pune,Apartment,5,3,2267,24,0,Fully Furnished,21290643
Vadodara,Commercial,4,2,4825,20,1,Semi Furnished,35229473
Jaipur,Villa,5,4,993,22,2,Unfurnished,9173330
Bangalore,Apartment,2,4,3970,25,0,Fully Furnished,38786503
Hyderabad,Commercial,3,3,4931,5,2,Unfurnished,74084423
Ahmedabad,Apartment,4,4,1340,13,2,Unfurnished,7606427
Hyderabad,Commercial,5,3,1643,8,3,Unfurnished,26191160
Mumbai,Apartment,5,1,3691,6,3,Fully Furnished,46891881
Ahmedabad,Commercial,2,3,1941,11,0,Unfurnished,16354154
Jaipur,Apartment,3,4,4402,16,0,Semi Furnished,22513980
Vadodara,House,1,4,877,0,0,Unfurnished,4680599
Mumbai,Apartment,2,2,4434,9,1,Unfurnished,53986190
Jaipur,House,3,3,1300,17,0,Unfurnished,8210761
Jaipur,Villa,5,1,1466,20,1,Fully Furnished,13174005
Bangalore,Villa,1,2,1058,3,1,Fully Furnished,17691196
Jaipur,Apartment,3,4,3426,18,2,Unfurnished,17230897
Vadodara,Apartment,2,2,987,11,3,Semi Furnished,5278032
Jaipur,Villa,2,2,2876,6,1,Fully Furnished,23892748
Pune,Villa,2,3,3653,7,3,Fully Furnished,51858425
Rajkot,Villa,5,3,939,23,1,Unfurnished,6271420
Hyderabad,Commercial,2,1,4218,18,1,Unfurnished,62678191
Vadodara,Villa,1,3,3387,6,1,Semi Furnished,22249938
Jaipur,House,3,3,4686,7,3,Unfurnished,28430101
Delhi,Commercial,4,2,4679,21,2,Fully Furnished,85880108
Vadodara,Commercial,4,2,4648,15,3,Semi Furnished,34526007
Delhi,Commercial,5,1,926,9,0,Semi Furnished,18290829
Vadodara,Commercial,5,4,3068,5,2,Unfurnished,23394489
Hyderabad,House,1,1,1652,0,2,Unfurnished,16882370
Surat,Apartment,4,1,1065,4,2,Unfurnished,5733564
Hyderabad,Apartment,2,4,3485,14,0,Semi Furnished,29641877
Rajkot,Villa,3,1,1146,18,1,Semi Furnished,7286779
Surat,Apartment,1,1,3148,16,2,Semi Furnished,13986486
Hyderabad,House,1,2,4408,1,0,Fully Furnished,44468511
Hyderabad,Villa,5,2,1255,14,2,Semi Furnished,17994717
Hyderabad,House,1,2,1349,22,3,Unfurnished,13799316
Rajkot,House,5,4,862,2,0,Unfurnished,5223883
Jaipur,House,4,2,1128,25,1,Unfurnished,7196039
Ahmedabad,Apartment,4,1,2209,16,3,Semi Furnished,11473535
Jaipur,Commercial,4,1,1901,20,2,Unfurnished,17308642
Rajkot,Villa,5,1,2767,15,0,Unfurnished,16754374
Ahmedabad,Apartment,3,3,930,2,2,Fully Furnished,6339199
Surat,Apartment,5,3,3829,1,1,Semi Furnished,18282767
Jaipur,House,3,4,4470,19,3,Semi Furnished,27024298
Pune,Villa,5,3,3580,4,2,Semi Furnished,50904936
Ahmedabad,Villa,2,2,3036,12,2,Unfurnished,22664778
Jaipur,Villa,5,4,1398,24,3,Semi Furnished,12607018
Surat,House,4,4,1395,25,0,Semi Furnished,8494844
Delhi,Apartment,4,1,3523,17,0,Unfurnished,36200090
Hyderabad,Villa,3,4,844,17,1,Semi Furnished,12564079
Delhi,Commercial,3,1,2651,8,2,Unfurnished,48681522
Mumbai,House,5,3,1687,23,3,Semi Furnished,25837494
Delhi,Apartment,3,1,1030,10,0,Unfurnished,11059543
Delhi,Commercial,2,4,4676,8,3,Unfurnished,85325562
Vadodara,Villa,1,4,4636,3,2,Unfurnished,29509488
Hyderabad,Commercial,5,1,4097,20,0,Unfurnished,61471741
Delhi,Apartment,3,2,3989,11,3,Unfurnished,40951591
Jaipur,Commercial,4,4,1358,21,0,Semi Furnished,12971915
Surat,Commercial,1,3,809,0,3,Semi Furnished,7230617
Surat,Commercial,3,1,4898,0,0,Semi Furnished,38475120
Delhi,Villa,2,3,3512,11,3,Semi Furnished,57374632
Delhi,Commercial,4,4,874,13,3,Semi Furnished,17494601
Surat,House,2,2,2952,18,0,Semi Furnished,15443354
Ahmedabad,House,1,3,1797,14,1,Fully Furnished,11035003
Jaipur,Commercial,5,2,2107,13,3,Semi Furnished,19936506
Delhi,Apartment,2,1,3328,18,2,Semi Furnished,34317927
Bangalore,Apartment,1,2,1853,10,3,Unfurnished,18017282
Delhi,House,4,1,619,17,0,Unfurnished,8178050
Hyderabad,Apartment,1,4,1879,22,0,Fully Furnished,16525360
Rajkot,Commercial,1,2,3544,10,2,Fully Furnished,23537938
Pune,Apartment,4,4,3603,24,0,Semi Furnished,31958929
Vadodara,Commercial,3,4,2079,12,0,Unfurnished,15521800
Rajkot,Commercial,5,4,2040,4,0,Fully Furnished,15157369
Vadodara,Villa,3,3,876,25,0,Semi Furnished,6272501
Ahmedabad,Commercial,5,4,2173,20,3,Unfurnished,19463144
Rajkot,Villa,1,1,916,20,0,Semi Furnished,5488030
Pune,Villa,5,3,2473,22,1,Unfurnished,34488898
Mumbai,Commercial,1,2,3065,20,3,Unfurnished,66863606
Jaipur,Commercial,1,4,2760,18,1,Semi Furnished,24687480
Jaipur,Apartment,3,3,4329,19,0,Fully Furnished,22284376
Delhi,House,1,3,4349,0,1,Semi Furnished,53543501
Jaipur,Apartment,2,4,3985,8,2,Unfurnished,20025208
Ahmedabad,Apartment,3,1,1468,19,2,Semi Furnished,7725355
Mumbai,Commercial,2,1,4939,9,1,Semi Furnished,107629791
Ahmedabad,Commercial,2,2,4607,10,0,Semi Furnished,38038453
Pune,Villa,2,2,607,11,1,Fully Furnished,9808451
Surat,Villa,3,1,1459,6,2,Unfurnished,10769656
Hyderabad,Apartment,1,4,4679,15,2,Unfurnished,39021801
Surat,House,5,1,4846,20,2,Unfurnished,25811635
Ahmedabad,Villa,1,3,1334,4,0,Fully Furnished,10658198
Hyderabad,Villa,1,3,3561,2,2,Semi Furnished,47843499
Rajkot,House,4,4,1691,25,3,Fully Furnished,9526718
Jaipur,Villa,4,2,4685,14,1,Unfurnished,37275710
Vadodara,Villa,2,2,896,12,0,Semi Furnished,6523867
Rajkot,Commercial,1,4,1163,4,2,Unfurnished,8090375
Hyderabad,House,5,3,1209,4,2,Fully Furnished,14319455
Jaipur,House,4,4,2852,6,3,Semi Furnished,18445164
Bangalore,Villa,2,1,3008,23,2,Fully Furnished,46940147
Pune,Commercial,5,1,3515,1,2,Unfurnished,55412305
Bangalore,House,1,4,4423,13,1,Unfurnished,50645820
Vadodara,House,1,3,1775,25,1,Unfurnished,8314803
Delhi,House,1,4,533,24,1,Semi Furnished,6724410
Jaipur,House,4,1,2617,0,0,Semi Furnished,16530987
Delhi,Commercial,4,4,4719,9,3,Unfurnished,86790915
Vadodara,Commercial,1,2,4301,10,3,Fully Furnished,31973850
Jaipur,Commercial,4,2,3885,16,0,Semi Furnished,34681524
Hyderabad,House,5,1,4807,4,1,Unfurnished,48446138
Jaipur,Commercial,1,1,4940,5,2,Semi Furnished,43830872
Ahmedabad,Commercial,3,1,4789,22,3,Unfurnished,39350279
Ahmedabad,Commercial,2,4,4271,16,1,Fully Furnished,35916425
Bangalore,Commercial,1,1,3599,24,3,Fully Furnished,62891912
Surat,House,4,1,3052,23,1,Semi Furnished,16337286
Delhi,Villa,4,3,4625,0,3,Fully Furnished,76428725
Hyderabad,House,2,3,1326,21,3,Fully Furnished,14837218
Ahmedabad,House,1,1,1010,16,1,Semi Furnished,6239907
Ahmedabad,Villa,3,3,4847,14,0,Semi Furnished,36258322
Rajkot,House,3,4,3107,17,3,Fully Furnished,15304510
Vadodara,Commercial,1,2,1318,6,0,Fully Furnished,10681213
Ahmedabad,Commercial,4,4,2938,1,2,Fully Furnished,26572483
Mumbai,House,1,4,570,22,1,Semi Furnished,9107493
Vadodara,Villa,2,4,1375,4,3,Fully Furnished,10981429
Delhi,Commercial,1,3,1157,10,2,Semi Furnished,22092768
Surat,House,4,2,1137,9,1,Unfurnished,7056720
Pune,Commercial,2,3,4436,19,2,Fully Furnished,69360073
Rajkot,House,1,4,4961,5,3,Unfurnished,21552115
Pune,Commercial,4,4,1604,1,2,Unfurnished,26378130
Delhi,Villa,4,3,611,24,0,Semi Furnished,11039699
Hyderabad,Villa,4,4,1637,3,3,Fully Furnished,24184431
Bangalore,Villa,2,3,3314,21,2,Unfurnished,50923640
Pune,Commercial,4,4,1929,19,1,Fully Furnished,31246195
Hyderabad,House,2,4,4368,19,2,Unfurnished,43860630
Ahmedabad,Apartment,3,3,1353,7,1,Semi Furnished,7458220
Delhi,Commercial,5,2,2438,19,1,Unfurnished,45271446
Jaipur,Commercial,2,2,3433,20,2,Semi Furnished,30786449
Bangalore,House,5,4,4028,2,0,Unfurnished,47597109
Bangalore,Villa,4,3,924,17,2,Unfurnished,15434244
Surat,Villa,5,2,3862,4,3,Unfurnished,27836033
Ahmedabad,Commercial,1,1,1132,4,3,Semi Furnished,10268430
Bangalore,Apartment,5,4,1118,9,0,Fully Furnished,12733647
Ahmedabad,Apartment,5,1,4020,12,2,Fully Furnished,20378768
Mumbai,Villa,3,2,817,1,0,Semi Furnished,17255534
Mumbai,Commercial,2,4,2942,24,1,Unfurnished,64027282
Vadodara,House,3,4,2117,1,3,Unfurnished,11348073
Surat,Commercial,4,3,3775,18,0,Unfurnished,29558169
Ahmedabad,Commercial,1,1,4552,2,1,Fully Furnished,38186308
Ahmedabad,House,3,1,683,13,2,Unfurnished,4368069
Hyderabad,Commercial,3,2,3040,18,2,Fully Furnished,46704402
Pune,House,4,3,998,10,1,Semi Furnished,12002931
Hyderabad,Villa,1,1,3868,0,1,Fully Furnished,52240336
Jaipur,Villa,2,4,3312,11,3,Semi Furnished,27202326
Vadodara,Apartment,3,1,3320,10,1,Fully Furnished,14470689
Rajkot,Apartment,1,4,2742,23,1,Unfurnished,9780052
Vadodara,Commercial,4,3,2915,20,2,Unfurnished,21502271
Vadodara,Villa,3,4,4803,13,3,Fully Furnished,32141805
Ahmedabad,Villa,4,4,1560,8,3,Fully Furnished,13769254
Jaipur,Commercial,2,2,2923,3,0,Semi Furnished,26452294
Surat,Apartment,1,4,2888,9,1,Fully Furnished,13837131
Vadodara,House,1,4,2627,4,0,Unfurnished,13071545
Vadodara,Commercial,3,3,4348,24,0,Unfurnished,30970950
Delhi,Apartment,1,3,3479,15,0,Semi Furnished,35619478
Mumbai,House,3,3,3603,11,0,Fully Furnished,53412746
Rajkot,Villa,2,3,2754,1,3,Fully Furnished,17275529
Delhi,Apartment,4,2,1082,23,1,Fully Furnished,12539749
Jaipur,Villa,2,3,4184,17,2,Semi Furnished,32929668
Hyderabad,House,1,2,4784,5,0,Fully Furnished,48105208
Surat,House,4,3,1746,3,0,Semi Furnished,10393304
Mumbai,Commercial,5,2,4304,20,3,Unfurnished,94577678
Ahmedabad,Villa,1,4,705,19,2,Fully Furnished,6171929
Bangalore,House,4,2,2019,14,3,Unfurnished,24284375
Rajkot,House,4,3,4211,4,0,Semi Furnished,19536991
Ahmedabad,Villa,4,1,4442,16,1,Semi Furnished,33474632
Hyderabad,Commercial,3,2,2063,19,3,Unfurnished,31482569
Jaipur,Apartment,5,3,3465,8,2,Unfurnished,18553838
Rajkot,Villa,4,2,4819,5,3,Unfurnished,28230122
Surat,Commercial,3,1,3086,19,2,Unfurnished,24210231
Mumbai,Commercial,5,4,1309,11,2,Fully Furnished,30784156
Rajkot,House,1,4,2365,2,1,Fully Furnished,11596271
Hyderabad,Villa,4,1,3965,23,0,Semi Furnished,53043692
Pune,Apartment,2,1,667,25,0,Unfurnished,5524362
Hyderabad,Commercial,3,3,4774,21,3,Unfurnished,71144481
Pune,Apartment,2,3,2362,16,0,Fully Furnished,21519291
Rajkot,Apartment,5,1,3210,6,3,Semi Furnished,13203307
Vadodara,Commercial,5,2,4579,9,3,Unfurnished,33707260
Bangalore,Commercial,3,2,1227,2,2,Unfurnished,22154484
Rajkot,Commercial,2,1,4141,10,3,Fully Furnished,27690481
Surat,Villa,3,3,2692,25,0,Fully Furnished,19707145
Bangalore,Villa,3,4,1940,20,2,Fully Furnished,31250345
Delhi,Villa,1,2,4539,14,0,Semi Furnished,73296348
Rajkot,Commercial,5,3,545,20,3,Unfurnished,4969562
Surat,House,3,1,1471,25,0,Unfurnished,7432841
Delhi,Commercial,4,2,655,15,2,Fully Furnished,13625534
Mumbai,Villa,3,4,4019,2,3,Semi Furnished,79296221
Bangalore,Apartment,1,3,947,22,2,Unfurnished,9281828
Ahmedabad,Apartment,1,2,3712,20,2,Semi Furnished,17529636
Bangalore,Villa,4,3,3934,20,3,Semi Furnished,61627028
Rajkot,House,5,4,4429,9,0,Unfurnished,20080759
Ahmedabad,Commercial,5,3,672,25,1,Unfurnished,6473698
Ahmedabad,Villa,4,2,1460,9,3,Fully Furnished,12561563
Bangalore,Apartment,4,3,2304,14,1,Unfurnished,23025618
Rajkot,Villa,2,1,4520,22,0,Fully Furnished,26400158
Vadodara,House,1,4,1412,11,0,Semi Furnished,7200131
Ahmedabad,Commercial,4,1,3754,19,0,Unfurnished,31186921
Hyderabad,Apartment,3,1,2705,3,0,Semi Furnished,23548077
Hyderabad,Commercial,2,1,2835,13,3,Unfurnished,42864891
Jaipur,Commercial,1,4,2721,19,3,Unfurnished,23990383
Vadodara,House,1,4,4932,16,2,Fully Furnished,24723637
Hyderabad,House,3,2,4229,11,3,Fully Furnished,43749096
Delhi,Commercial,2,4,2577,16,1,Fully Furnished,47881715
Ahmedabad,Apartment,5,4,1030,10,2,Semi Furnished,6784123
Jaipur,Villa,1,1,2092,24,1,Semi Furnished,16540859
Vadodara,Apartment,1,3,3628,14,0,Semi Furnished,14467826
Delhi,House,5,2,2906,24,3,Semi Furnished,36396802
Rajkot,Commercial,1,4,3171,1,2,Fully Furnished,21678115
Rajkot,Apartment,3,4,2431,15,0,Unfurnished,9107401
Jaipur,Apartment,3,1,4699,23,0,Fully Furnished,23683230
Bangalore,Apartment,1,3,4105,19,0,Semi Furnished,39625703
Mumbai,Villa,5,3,991,24,2,Fully Furnished,21450069
Surat,Villa,1,2,2588,4,3,Fully Furnished,19383420
Surat,Apartment,5,2,4055,25,0,Unfurnished,18080846
Bangalore,Apartment,4,1,2887,9,0,Semi Furnished,28848865
Bangalore,Apartment,1,4,4322,21,1,Fully Furnished,42225825
Vadodara,Apartment,4,4,910,17,0,Semi Furnished,5168083
Pune,House,3,1,2588,19,3,Semi Furnished,27660554
Hyderabad,House,3,1,774,7,0,Unfurnished,8078729
Pune,Apartment,5,4,1256,14,2,Fully Furnished,13461510
Jaipur,Commercial,2,2,3040,19,2,Fully Furnished,27881591
Bangalore,Villa,1,3,3336,16,1,Unfurnished,51087724
Surat,Apartment,1,1,1616,25,3,Unfurnished,6884762
Mumbai,House,2,4,4483,22,3,Unfurnished,65612522
Pune,Villa,2,4,4646,5,1,Fully Furnished,65088517
Pune,Villa,2,3,2597,17,1,Unfurnished,35796950
Delhi,Apartment,1,1,3066,20,2,Semi Furnished,31335092
Jaipur,Villa,1,3,1340,6,2,Semi Furnished,11351685
Vadodara,House,4,3,614,16,1,Fully Furnished,5042535
Rajkot,Apartment,4,3,1866,10,1,Fully Furnished,8562069
Vadodara,Villa,2,3,1685,3,1,Fully Furnished,12355809
Hyderabad,Commercial,3,4,1858,17,0,Semi Furnished,28455941
Rajkot,Villa,1,1,3943,22,2,Fully Furnished,23122316
Pune,Apartment,3,2,2897,1,3,Fully Furnished,27166836
Vadodara,Commercial,2,3,3345,16,3,Fully Furnished,25120328
Jaipur,House,4,1,4004,24,1,Fully Furnished,24691787
Delhi,Commercial,2,4,659,16,0,Semi Furnished,12831161
Delhi,House,2,4,1676,24,1,Fully Furnished,21248711
Bangalore,Commercial,3,1,1020,2,2,Unfurnished,18384269
Hyderabad,Apartment,2,3,1281,9,3,Semi Furnished,11983060
Bangalore,Commercial,2,4,1235,7,3,Fully Furnished,23456718
Hyderabad,Apartment,5,1,3226,7,1,Fully Furnished,28955710
Surat,House,2,2,3697,25,2,Semi Furnished,19489317
Rajkot,Commercial,4,3,2860,10,0,Unfurnished,19111609
Bangalore,House,2,2,598,17,1,Semi Furnished,7769858
Mumbai,Villa,2,4,1499,6,0,Semi Furnished,29709623
Delhi,Commercial,1,4,2158,19,2,Semi Furnished,39496844
Ahmedabad,Commercial,5,2,4749,23,1,Fully Furnished,40239633
Surat,Commercial,2,4,620,9,1,Semi Furnished,6143668
Pune,Commercial,1,1,2510,13,1,Fully Furnished,39191072
Pune,Commercial,5,3,3901,5,2,Fully Furnished,62046540
Jaipur,Commercial,5,3,1100,4,1,Semi Furnished,11380277
Delhi,Apartment,5,4,754,16,0,Unfurnished,8493801
Hyderabad,Apartment,3,2,2173,22,3,Unfurnished,18624962
Bangalore,Apartment,5,3,4641,9,2,Semi Furnished,46034092
Hyderabad,House,1,2,1923,13,3,Semi Furnished,20034238
Rajkot,House,1,1,4631,1,2,Unfurnished,20312570
Mumbai,House,1,4,4499,10,3,Fully Furnished,66509720
Vadodara,Apartment,5,1,769,2,3,Semi Furnished,5334226
Vadodara,Apartment,2,1,1507,5,3,Semi Furnished,7364475
Mumbai,Commercial,1,2,969,4,1,Unfurnished,21269788
Surat,Commercial,5,1,4168,25,0,Semi Furnished,32521447
Rajkot,House,4,3,4808,17,0,Unfurnished,21327556
Pune,House,1,4,2291,0,2,Unfurnished,24417765
Pune,House,4,2,3746,2,0,Unfurnished,39420040
Rajkot,Apartment,1,1,1068,14,1,Semi Furnished,4055565
Rajkot,Commercial,2,2,2097,17,0,Unfurnished,13411888
Hyderabad,Apartment,2,1,1245,19,2,Unfurnished,10412380
Mumbai,Commercial,5,4,1174,22,1,Semi Furnished,26745996
Hyderabad,Commercial,2,4,1783,1,2,Semi Furnished,27643004
Jaipur,Apartment,4,2,3374,7,1,Unfurnished,17450224
Ahmedabad,Apartment,4,2,3950,4,2,Unfurnished,18912399
Mumbai,Villa,4,1,4475,7,0,Semi Furnished,87023242
Pune,Apartment,2,2,1528,0,3,Semi Furnished,14450876
Ahmedabad,House,3,1,4413,9,0,Fully Furnished,25266526
Pune,Commercial,4,3,2456,7,0,Unfurnished,38804339
Rajkot,Villa,4,3,2143,7,0,Fully Furnished,14061432
Delhi,Apartment,1,1,2944,3,3,Unfurnished,30260516
Hyderabad,Villa,1,1,3040,13,1,Fully Furnished,40786968
Mumbai,Commercial,3,1,645,7,2,Fully Furnished,15895149
Pune,Villa,4,3,1821,1,0,Fully Furnished,26751278
Jaipur,Apartment,2,2,1885,0,0,Semi Furnished,10212964
Surat,Apartment,4,1,1418,15,2,Unfurnished,7159209
Pune,Apartment,5,2,3693,14,3,Fully Furnished,33912030
Ahmedabad,Villa,4,1,3706,20,1,Fully Furnished,28185628
Delhi,Villa,2,4,3332,13,3,Unfurnished,54047651
Vadodara,Apartment,3,4,1158,0,1,Semi Furnished,6272044
Rajkot,Villa,4,4,2919,2,2,Semi Furnished,18245985
Hyderabad,Apartment,5,4,2920,10,1,Unfurnished,25505000
Pune,Villa,3,1,917,1,1,Fully Furnished,14065561
Bangalore,Villa,3,4,2103,10,3,Semi Furnished,33557400
Hyderabad,House,5,3,2164,13,0,Unfurnished,22244769
Jaipur,House,3,3,964,20,0,Semi Furnished,6654163
Mumbai,Commercial,1,2,2122,13,0,Semi Furnished,46370160
Surat,Commercial,1,4,604,5,1,Semi Furnished,5519287
Pune,Villa,2,1,2041,8,0,Semi Furnished,28699324
Vadodara,House,5,1,3337,9,0,Semi Furnished,17230108
Mumbai,Apartment,1,4,2526,14,0,Semi Furnished,31288050
Mumbai,House,5,1,4150,6,1,Unfurnished,61235830
Jaipur,Apartment,1,2,3967,20,2,Semi Furnished,19505987
Vadodara,Apartment,4,3,3665,8,3,Semi Furnished,16337789
Mumbai,Commercial,5,3,3632,5,2,Unfurnished,80458244
Mumbai,Villa,1,1,3004,7,1,Semi Furnished,58593065
Ahmedabad,House,5,4,1481,0,1,Fully Furnished,10758478
Pune,Apartment,3,2,4831,21,1,Semi Furnished,42088266
Vadodara,Apartment,2,2,4936,24,3,Semi Furnished,20492236
Surat,Apartment,5,1,3358,5,1,Fully Furnished,16123380
Pune,House,1,4,4505,7,0,Fully Furnished,47593560
Rajkot,Apartment,2,3,652,3,3,Fully Furnished,4554818
Hyderabad,Commercial,5,2,1033,18,0,Fully Furnished,16865302
Pune,Apartment,4,1,4253,1,2,Semi Furnished,37932981
Mumbai,Villa,3,1,4075,18,0,Semi Furnished,78999243
Delhi,Commercial,4,4,2197,17,2,Unfurnished,40643102
Pune,Villa,4,4,3978,19,2,Fully Furnished,56410076
Jaipur,House,5,4,1975,23,3,Unfurnished,12773034
Hyderabad,House,2,3,2370,15,0,Unfurnished,23528476
Jaipur,Apartment,3,4,3821,24,2,Fully Furnished,19905314
Mumbai,Apartment,2,3,2066,0,3,Semi Furnished,26685543
Rajkot,House,5,4,3651,25,0,Fully Furnished,17411612
Ahmedabad,Villa,1,1,4356,25,0,Unfurnished,31069245
Vadodara,House,4,2,4116,8,1,Semi Furnished,20774377
Delhi,Apartment,1,2,1116,16,2,Unfurnished,11511195
Surat,House,3,4,1477,25,3,Fully Furnished,9607895
Vadodara,Commercial,1,1,1390,23,2,Semi Furnished,10333096
Vadodara,Apartment,4,2,2591,14,3,Unfurnished,11465410
Mumbai,Apartment,3,3,3358,25,3,Semi Furnished,41745023
Rajkot,Apartment,1,4,4693,17,2,Fully Furnished,17735178
Bangalore,Commercial,2,4,654,0,2,Unfurnished,12658878
Rajkot,Apartment,1,3,4981,21,2,Semi Furnished,18390235
Surat,Commercial,3,4,580,16,0,Fully Furnished,6012255
Surat,Apartment,2,3,2829,12,1,Fully Furnished,13684251
Vadodara,Commercial,1,4,2181,8,3,Unfurnished,16482206
Hyderabad,House,4,2,1140,8,1,Fully Furnished,13065839
Delhi,Apartment,2,4,1595,24,1,Fully Furnished,17211206
Delhi,Apartment,3,3,555,20,1,Unfurnished,6500142
Rajkot,Villa,5,1,1162,12,2,Semi Furnished,8389652
Mumbai,House,4,2,3835,17,0,Unfurnished,55944226
Hyderabad,House,2,4,1345,17,0,Semi Furnished,14171931
Rajkot,House,3,2,779,5,0,Unfurnished,4213635
Hyderabad,Apartment,4,1,2453,7,2,Unfurnished,21536164
Delhi,Commercial,4,1,1765,16,3,Semi Furnished,33035069
Hyderabad,House,4,3,4847,16,0,Unfurnished,48649426
Ahmedabad,House,5,1,3919,15,0,Unfurnished,22394483
Delhi,House,4,2,4924,10,1,Unfurnished,60471173
Vadodara,House,4,1,2743,13,2,Unfurnished,13944325
Rajkot,Commercial,5,2,2490,24,1,Unfurnished,16846980
Vadodara,Villa,5,4,1312,21,0,Semi Furnished,9864670
Vadodara,House,1,4,4582,17,0,Unfurnished,21661772
Bangalore,Commercial,1,1,2768,22,0,Unfurnished,47421428
Ahmedabad,Villa,3,4,1361,5,0,Fully Furnished,11635536
Bangalore,House,3,4,3019,16,2,Semi Furnished,35761445
Rajkot,Commercial,5,4,1075,15,1,Unfurnished,8371563
Hyderabad,Commercial,1,4,2042,19,2,Fully Furnished,31284406
Rajkot,Commercial,5,1,3995,11,3,Semi Furnished,26871569
Bangalore,Villa,2,4,3815,22,1,Fully Furnished,59346568
Hyderabad,Villa,4,1,4654,8,2,Unfurnished,62319778
Hyderabad,Commercial,4,4,4797,11,1,Fully Furnished,72968729
Pune,House,4,1,4888,21,1,Semi Furnished,50988403
Mumbai,House,2,4,807,9,1,Semi Furnished,12825747
Pune,Apartment,2,3,3694,15,0,Unfurnished,31650397
Hyderabad,House,5,3,4977,2,3,Unfurnished,50627211
Rajkot,Commercial,4,2,1825,18,2,Unfurnished,12481115
Delhi,Apartment,3,2,4521,8,0,Fully Furnished,46724379
Bangalore,Apartment,5,4,3111,10,0,Unfurnished,31203963
Bangalore,Apartment,5,4,525,15,1,Fully Furnished,7229161
Surat,House,2,3,764,5,3,Semi Furnished,5380623
Vadodara,Villa,1,1,3805,11,3,Semi Furnished,24750812
Pune,Commercial,3,4,2238,20,1,Fully Furnished,35716102
Ahmedabad,Commercial,1,3,3730,1,2,Semi Furnished,31640105
Rajkot,Villa,1,1,3815,0,0,Fully Furnished,22766555
Bangalore,Apartment,4,1,3308,6,0,Semi Furnished,32872850
Bangalore,Apartment,2,3,2891,22,2,Semi Furnished,28600014
Jaipur,Apartment,5,1,2903,6,1,Fully Furnished,16290268
Jaipur,Commercial,3,4,3223,25,2,Semi Furnished,29184018
Ahmedabad,Commercial,5,2,2698,24,1,Semi Furnished,22976236
Pune,House,2,2,3041,19,3,Fully Furnished,32712898
Bangalore,Apartment,5,1,4709,14,2,Fully Furnished,47218481
Ahmedabad,Villa,1,3,660,6,3,Unfurnished,5622661
Delhi,Commercial,3,3,1362,4,3,Unfurnished,26207140
